_id_postulante,carrera_principal,area_profesional,nivel_educativo
683399232c68bf76bc40a792,Administración de Empresas,Administración y Negocios,Estudiante
683399232c68bf76bc40a792,Idioma italiano,Otros,Otros
681ed59398135c66ec9435f6,Estudiante de Administración y Marketing,Administración y Negocios,Estudiante
681ed59398135c66ec9435f6,Diseño gráfico digital,Arquitectura y Diseño,Certificado
681ed59398135c66ec9435f6,Gestor en temas empresariales,Otros,Certificado
681ed59398135c66ec9435f6,Marketing de contenido,Administración y Negocios,Certificado
681ed59398135c66ec9435f6,Renueva tu imagen,Otros,Certificado
681ed59398135c66ec9435f6,Asistente administrativo,Otros,Certificado
681ed59398135c66ec9435f6,Marketing digital,Administración y Negocios,Certificado
681ed59398135c66ec9435f6,Asistente de marketing,Administración y Negocios,Certificado
6859cf491e7c21e08bd9971e,ENFERMERÍA,Salud,Bachiller
685b593e1e7c21e08bd997d3,Psicología,Ciencias Sociales y Humanidades,Estudiante
6850a4849d9a4515392d42ae,INGENIERIA INDUSTRIAL,Ingeniería y Tecnología,Estudiante
685c6be31e7c21e08bd99a00,Curso de Inglés,Ciencias Sociales y Humanidades,Certificado
685c6be31e7c21e08bd99a00,Educación Secundaria,Ciencias Sociales y Humanidades,Diplomado
685c6be31e7c21e08bd99a00,Negocios Internacionales,Administración y Negocios,Estudiante
685c6be31e7c21e08bd99a00,Ingeniería Industrial y Comercial,Ingeniería y Tecnología,Estudiante
685384ad4bb2422d59a6a78f,Administración de empresas,Administración y Negocios,Estudiante
67a40d190ad0eb1b9d91c673,"Excel Básico, Intermedio y Avanzado",Otros,Certificado
685f2544fa3637d9d0fdba46,Ingeniería de Sistemas e Informática,Ingeniería y Tecnología,Bachiller
685f2661fa3637d9d0fdba6d,Ingeniería de Sistemas,Ingeniería y Tecnología,Estudiante
685f2547fa3637d9d0fdba4c,Ruta de Aprendizaje en Startup con MVP,Otros,Otros
685f2547fa3637d9d0fdba4c,Maestría en Gerencia de Servicios de la Salud,Salud,Maestría
685f2547fa3637d9d0fdba4c,Asistente Tributario,Otros,Certificado
685f2547fa3637d9d0fdba4c,Bachiller en Tecnología Médica en Terapia Física y Rehabilitación,Ingeniería y Tecnología,Bachiller
685f2c9cfa3637d9d0fdbbee,Microsoft Excel Skill Capacitaciones,Otros,Certificado
685f2c9cfa3637d9d0fdbbee,Inteligencia Artificial Salud - Introducción - Intermedio,Salud,Certificado
685f2c9cfa3637d9d0fdbbee,Taller de oratoria y comunicación efectiva profesional,Ciencias Sociales y Humanidades,Certificado
685f2c9cfa3637d9d0fdbbee,Procesamiento de imágenes con OpenCV,Otros,Certificado
685f2c9cfa3637d9d0fdbbee,Ingeniería Mecatrónica,Ingeniería y Tecnología,Bachiller
685f2c9cfa3637d9d0fdbbee,Machine Learning con Python,Otros,Certificado
685f5f64fa3637d9d0fdbea0,Ingeniería Informática,Ingeniería y Tecnología,Otros
685f5f64fa3637d9d0fdbea0,SEMINARIO DE INVESTIGACIÓN EN INTELIGENCIA ARTIFICIAL Y VISIÓN POR COMPUTADORA,Otros,Certificado
685f5f64fa3637d9d0fdbea0,II SEMINARIO DE INVESTIGACIÓN EN INTELIGENCIA ARTIFICIAL Y VISIÓN POR COMPUTADORA,Otros,Certificado
67eb341c4cf5ce7985898733,LEAN MANUFACTURING,Otros,Certificado
67eb341c4cf5ce7985898733,Project Management Fundamentals,Administración y Negocios,Certificado
67b9197fae69bca471707bec,Administración y Dirección de Tecnologías de la Información,Ingeniería y Tecnología,Maestría
6863238cfa3637d9d0fdc3d9,Maestría en Ciberseguridad y Ciberdefensa con Mención en transformación digital,Otros,Maestría
68636bb4373ce5a093022cf1,Digital Product Management,Administración y Negocios,Certificado
68636bb4373ce5a093022cf1,Bachelor of Business Administration (BBA),Otros,Bachiller
68636bb4373ce5a093022cf1,Administración y Negocios Internacionales,Administración y Negocios,
68655d8bbc40f083ac0c77b6,Excel,Otros,Certificado
68655d8bbc40f083ac0c77b6,Administración de Empresas,Administración y Negocios,Estudiante
68655d8bbc40f083ac0c77b6,Dirección Ejecutiva y Realidad Nacional,Otros,Certificado
68655d8bbc40f083ac0c77b6,Inglés- Intermedio II,Ciencias Sociales y Humanidades,Diplomado
68655d8bbc40f083ac0c77b6,Gestión de Operaciones,Administración y Negocios,Certificado
68655d8bbc40f083ac0c77b6,Análisis Financiero,Otros,Certificado
6865948dbc40f083ac0c7903,Beca Continuidad de estudios,Otros,Certificado
6865948dbc40f083ac0c7903,Derecho,Ciencias Sociales y Humanidades,Bachiller
6865948dbc40f083ac0c7903,Inglés,Ciencias Sociales y Humanidades,Certificado
6865a844bc40f083ac0c79ae,Bachiller en Derecho,Ciencias Sociales y Humanidades,Bachiller
6865a844bc40f083ac0c79ae,Inglés,Ciencias Sociales y Humanidades,Otros
6865a844bc40f083ac0c79ae,Beca Continuidad de estudios,Otros,Certificado
6865b65ebc40f083ac0c7a4e,Maestría,Otros,Maestría
6865b65ebc40f083ac0c7a4e,Maestría,Otros,Maestría
6865b65ebc40f083ac0c7a4e,Diplomado Internacional en Gestión Comercial,Administración y Negocios,Diplomado
6865b65ebc40f083ac0c7a4e,Diplomado en Gestión Comercial y Marketing,Administración y Negocios,Diplomado
6865b65ebc40f083ac0c7a4e,Programa de Especialización en Metodologías Ágiles,Otros,Certificado
6865b65ebc40f083ac0c7a4e,Programa de Especialización Lean Six Sigma Black Belt,Otros,Certificado
6865b65ebc40f083ac0c7a4e,Ingeniero Industrial,Ingeniería y Tecnología,Bachiller
6865b65ebc40f083ac0c7a4e,SQL Avanzado,Otros,Certificado
6865b65ebc40f083ac0c7a4e,PADE en Finanzas Corporativas,Economía y Finanzas,Diplomado
6865b65ebc40f083ac0c7a4e,Diplomado en Coaching Neurolingüístico,Otros,Diplomado
6865b65ebc40f083ac0c7a4e,Scrum Master & Fundamentals,Otros,Certificado
6865b65ebc40f083ac0c7a4e,Online Agility,Otros,Certificado
6865b65ebc40f083ac0c7a4e,Innovación y Transformación de Servicios Financieros,Otros,Certificado
6865b65ebc40f083ac0c7a4e,Inglés Avanzado,Ciencias Sociales y Humanidades,Certificado
6865b65ebc40f083ac0c7a4e,Gerencia de Proyectos PMBOK,Otros,Certificado
6865b65ebc40f083ac0c7a4e,Análisis de Costos y MPS – MRP,Otros,Certificado
6865b65ebc40f083ac0c7a4e,Gestión de PMO,Administración y Negocios,Certificado
6865b65ebc40f083ac0c7a4e,VSM – Value Stream Mapping,Otros,Certificado
6865b65ebc40f083ac0c7a4e,"Gestión de la Calidad, Alcance y Costos",Administración y Negocios,Certificado
6865b65ebc40f083ac0c7a4e,Oratoria y Storytelling,Otros,Certificado
6865b65ebc40f083ac0c7a4e,Power BI Avanzado,Otros,Certificado
6865e3abbc40f083ac0c7c0b,Educación Secundaria,Ciencias Sociales y Humanidades,Otros
6865e3abbc40f083ac0c7c0b,Programa de Inglés Nivel Básico,Ciencias Sociales y Humanidades,Certificado
6865e3abbc40f083ac0c7c0b,Educación Primaria,Ciencias Sociales y Humanidades,Otros
6865e3abbc40f083ac0c7c0b,Bachiller en Ciencias Biológicas,Otros,Bachiller
686c7a7fa220cbfd0f2a780f,Administración de Empresas,Administración y Negocios,Estudiante
686c8b7ea220cbfd0f2a78e7,COACHING EJECUTIVO,Otros,Certificado
686c8b7ea220cbfd0f2a78e7,MECÁNICA AUTOMOTRIZ,Otros,Certificado
686c8b7ea220cbfd0f2a78e7,CARRERA - INGENIERÍA INDUSTRIAL,Ingeniería y Tecnología,Bachiller
686c8b7ea220cbfd0f2a78e7,GESTIÓN DE VENTAS Y MKT,Administración y Negocios,Certificado
686c8b7ea220cbfd0f2a78e7,FINANZAS CORPORATIVAS,Economía y Finanzas,Certificado
686c8b7ea220cbfd0f2a78e7,SIX SIGMA,Otros,Certificado
686c8b7ea220cbfd0f2a78e7,METODOLOGÍAS ÁGILES,Otros,Certificado
686c8b7ea220cbfd0f2a78e7,BLACK BELT SIX SIGMA,Otros,Certificado
686c8b7ea220cbfd0f2a78e7,GERENCIA COMERCIAL,Administración y Negocios,Certificado
686c8b7ea220cbfd0f2a78e7,MÁSTER EN ADMINISTRACIÓN,Administración y Negocios,Maestría
686c8b7ea220cbfd0f2a78e7,SERVICIOS FINANCIEROS,Otros,Certificado
686c8b7ea220cbfd0f2a78e7,MBA BUSINESS ANALYTICS,Otros,Maestría
686c8b7ea220cbfd0f2a78e7,PROYECTOS PMBOK,Otros,Certificado
686d3f53a220cbfd0f2a79d8,Master of Global Business,Otros,Maestría
686d3f53a220cbfd0f2a79d8,BSc,Otros,Bachiller
686d3f53a220cbfd0f2a79d8,Microsoft Office Specialist Diploma,Otros,Diplomado
686d3f53a220cbfd0f2a79d8,MBA,Otros,Maestría
686d3f64a220cbfd0f2a79de,"Master of Global Business, M.Sc.",Otros,Maestría
686d3f64a220cbfd0f2a79de,"Business Administration, B.Sc.",Otros,Bachiller
686ef7f50fa52b300df26a67,Administración,Administración y Negocios,Estudiante
686ef7f50fa52b300df26a67,Excel Intermedio,Otros,Certificado
68704dfd0fa52b300df26c8d,Certificado de Inglés Nivel C1,Ciencias Sociales y Humanidades,Certificado
68704dfd0fa52b300df26c8d,Diploma en Sostenibilidad,Otros,Diplomado
68704dfd0fa52b300df26c8d,Curso de Inversiones en Deep Tech,Otros,Certificado
68704dfd0fa52b300df26c8d,Ingeniería Civil Industrial,Ingeniería y Tecnología,Bachiller
68704dfd0fa52b300df26c8d,Data & Full Stack Engineer Career Path,Otros,Certificado
68704dfd0fa52b300df26c8d,Magíster en Innovación y Emprendimiento Tecnológico,Otros,Maestría
68704dfd0fa52b300df26c8d,Diplomado en Emprendimientos,Otros,Diplomado
68704dfd0fa52b300df26c8d,Programa de Certificación de Mentores Red IU,Otros,Certificado
68704dfd0fa52b300df26c8d,Formación en Capital de Riesgo y Sostenibilidad,Otros,Certificado
687049c50fa52b300df26c11,Programa en Excel Profesional,Otros,Certificado
687049c50fa52b300df26c11,Bachiller en Ciencias e Ingeniería con mención en Ingeniería Mecatrónica,Ingeniería y Tecnología,Bachiller
687049c50fa52b300df26c11,Programa de Inglés para Adultos - Nivel avanzado C1,Ciencias Sociales y Humanidades,Certificado
68704c670fa52b300df26c37,Ingeniería Agroindustrial,Ingeniería y Tecnología,Bachiller
68704c670fa52b300df26c37,Estudiante de Educación Inicial,Ciencias Sociales y Humanidades,Estudiante
687064070fa52b300df26e88,Ingeniería Empresarial,Ingeniería y Tecnología,Estudiante
687066c449fccafa690547f0,Programa Diploma,Otros,Diplomado
687066c449fccafa690547f0,Pregrado - Ingeniería Industrial,Ingeniería y Tecnología,Bachiller
67e8b3bf4cf5ce79858983fb,Ciencias da Computação (Intercambio),Otros,Estudiante
67e8b3bf4cf5ce79858983fb,Ing. Informática,Ingeniería y Tecnología,Estudiante
6872db2049fccafa69054b69,Ingeniería de Gestión Empresarial,Ingeniería y Tecnología,Estudiante
6872db2049fccafa69054b69,Curso de Marketing Digital,Administración y Negocios,Certificado
6872ebe549fccafa69054ba8,Marketing,Administración y Negocios,Estudiante
6872f3b449fccafa69054c41,Bachillerato Internacional y Programa Bilingüe,Otros,Otros
6872f3b449fccafa69054c41,Ingeniería Empresarial,Ingeniería y Tecnología,Bachiller
6874094449fccafa69054e23,Educación Superior,Ciencias Sociales y Humanidades,Estudiante
6874094449fccafa69054e23,Educación Secundaria,Ciencias Sociales y Humanidades,Otros
6874094449fccafa69054e23,Especialización en inglés,Ciencias Sociales y Humanidades,Certificado
6875404449fccafa690552f7,Derecho,Ciencias Sociales y Humanidades,Estudiante
6875404449fccafa690552f7,"""Gestión de Programas Sociales"" de la iniciativa ""Agentes de Cambio""",Administración y Negocios,Otros
6875404449fccafa690552f7,"""VARIACIÓN DEL MONTO DE LA PENSIÓN DE ALIMENTOS: AUMENTO Y REDUCCIÓN"",",Otros,Certificado
6823c023a9a28ee00f4843b2,Administración,Administración y Negocios,Estudiante
6823c023a9a28ee00f4843b2,Excel intermedio,Otros,Certificado
6823c023a9a28ee00f4843b2,Inglés Avanzado,Ciencias Sociales y Humanidades,Certificado
6875a1b949fccafa690554ce,Ingeniería Empresarial,Ingeniería y Tecnología,Estudiante
68766d5a49fccafa690555b1,Beca,Otros,Certificado
68766d5a49fccafa690555b1,Gestión y Alta Dirección,Administración y Negocios,Estudiante
6876750e49fccafa69055676,Programa de Empleabilidad “Impulsando Talento con Valores”,Otros,Certificado
6876750e49fccafa69055676,Contabilidad y Finanzas,Economía y Finanzas,Estudiante
6876750e49fccafa69055676,"Formación en Marca personal, Comunicación efectiva, Proactividad y Trabajo en equipo",Ciencias Sociales y Humanidades,Certificado
66b9837f1f38bd5f50205598,"Programa de Especialización: Análisis Predictivo, Pronósticos y Forecasting para Finanzas con Software",Ingeniería y Tecnología,Certificado
66b9837f1f38bd5f50205598,"Programa de Especialización: Bolsa de Valores, Gestión de Inversiones y Finanzas Cuantitativas con Software",Ingeniería y Tecnología,Certificado
66b9837f1f38bd5f50205598,Power BI intermedio,Otros,Certificado
66b9837f1f38bd5f50205598,Power BI: transformación de datos,Otros,Certificado
66b9837f1f38bd5f50205598,Programación en PYTHON intermedio,Otros,Certificado
66b9837f1f38bd5f50205598,Curso de Programación Optimización de Datos con SQL,Otros,Certificado
66b9837f1f38bd5f50205598,Estudiante de 4to ciclo de Big Data y Ciencia de Datos,Ingeniería y Tecnología,Estudiante
66b9837f1f38bd5f50205598,Excel intermedio 2019,Otros,Certificado
66b9837f1f38bd5f50205598,Machine Learning con PYTHON,Otros,Certificado
66b9837f1f38bd5f50205598,Programa de Especialización: Econometría Aplicada y Análisis de Datos con Software,Ingeniería y Tecnología,Certificado
66b9837f1f38bd5f50205598,Curso de Automatización y Eficiencia en la Educación con Inteligencia Artificial,Ciencias Sociales y Humanidades,Certificado
6876a7a949fccafa690557e9,Java con Spring Boot,Otros,Certificado
6876a7a949fccafa690557e9,Kotlin,Otros,Certificado
6876a7a949fccafa690557e9,Git y GitHub,Otros,Certificado
6876a7a949fccafa690557e9,Diseño y Desarrollo de Software,Ingeniería y Tecnología,Estudiante
6876a7a949fccafa690557e9,Inglés,Ciencias Sociales y Humanidades,Certificado
6876b0f749fccafa690558e4,Certificaciones y Estándares de Sostenibilidad Corporativa,Otros,Certificado
6876b0f749fccafa690558e4,Excel Avanzado,Otros,Certificado
6876b0f749fccafa690558e4,Seminario de Emprendedoras con A,Otros,Certificado
6876b0f749fccafa690558e4,Investment Risk Management,Administración y Negocios,Certificado
6876b0f749fccafa690558e4,ISO 31000 – Gestión Integral de Riesgos,Administración y Negocios,Certificado
6876b0f749fccafa690558e4,Ingeniería Industrial y Comercial,Ingeniería y Tecnología,Bachiller
6876b0f749fccafa690558e4,Marketing Digital para Emprendedores,Administración y Negocios,Certificado
6876b0f749fccafa690558e4,Power BI,Otros,Certificado
6876eb1d49fccafa690559e5,Inventor,Otros,Certificado
6876eb1d49fccafa690559e5,Diseño y Desarrollo de Software,Ingeniería y Tecnología,Estudiante
6876eb1d49fccafa690559e5,Cálculo,Otros,Certificado
6877095249fccafa69055bb0,Diseño industrial,Ingeniería y Tecnología,Bachiller
68769e8f49fccafa6905579b,Nivel intermedio de Laravel,Otros,Certificado
68769e8f49fccafa6905579b,Nivel básico de React JS,Otros,Certificado
68769e8f49fccafa6905579b,Nivel básico de Django,Otros,Certificado
68769e8f49fccafa6905579b,Nivel básico de Python,Otros,Certificado
68769e8f49fccafa6905579b,Nivel intermedio de CSS,Otros,Certificado
68769e8f49fccafa6905579b,Nivel intermedio de SQL,Otros,Certificado
68769e8f49fccafa6905579b,Diseño y Desarrollo de Software,Ingeniería y Tecnología,Estudiante
68769e8f49fccafa6905579b,Nivel intermedio de JavaScript,Otros,Certificado
68769e8f49fccafa6905579b,Nivel básico de Tailwind CSS,Otros,Certificado
687767a949fccafa6905626a,Bachiller en Contabilidad,Economía y Finanzas,Diplomado
687767a949fccafa6905626a,Licenciatura en Ingeniería Electromecánica,Ingeniería y Tecnología,Estudiante
6877d7da49fccafa690563a7,Educación Secundaria,Ciencias Sociales y Humanidades,Otros
6877d7da49fccafa690563a7,Administración y Finanzas,Administración y Negocios,Estudiante
682be1e96624490acdbfe626,Semillero de Investigación,Otros,Otros
682be1e96624490acdbfe626,Programa de Liderazgo,Otros,Certificado
682be1e96624490acdbfe626,Bootcamp de emprendimiento,Otros,Otros
682be1e96624490acdbfe626,Administración de Empresas,Administración y Negocios,Bachiller
682be1e96624490acdbfe626,Programa de Futuros Líderes,Otros,Otros
68780e7e49fccafa690564a8,Ingeniería Industrial,Ingeniería y Tecnología,Bachiller
68780e7e49fccafa690564a8,Inglés intermedio,Ciencias Sociales y Humanidades,Certificado
6872a30349fccafa69054b63,CIENCIAS DE LA COMPUTACIÓN,Ingeniería y Tecnología,Estudiante
687858a749fccafa6905657f,Programación en PYTHON intermedio,Otros,Certificado
687858a749fccafa6905657f,Machine Learning con PYTHON,Otros,Certificado
687858a749fccafa6905657f,"Análisis predictivo, pronósticos y forecasting para finanzas con software",Ingeniería y Tecnología,Certificado
687858a749fccafa6905657f,Curso de programación optimización de datos con SQL,Otros,Certificado
687858a749fccafa6905657f,Curso de automatización y eficiencia en la educación con inteligencia artificial,Ciencias Sociales y Humanidades,Certificado
687858a749fccafa6905657f,"Bolsa de valores, gestión de inversiones y finanzas cuantitativas con softwares",Ingeniería y Tecnología,Certificado
687858a749fccafa6905657f,Econometría aplicada y análisis de datos con software,Ingeniería y Tecnología,Certificado
687858a749fccafa6905657f,Power BI intermedio,Otros,Certificado
687858a749fccafa6905657f,Excel intermedio 2019,Otros,Certificado
687858a749fccafa6905657f,Big Data y Ciencia de Datos,Ingeniería y Tecnología,Estudiante
687858a749fccafa6905657f,Power BI: transformación de datos,Otros,Certificado
6848a8da3d90bb46cb4049c8,- Inteligencia emocional,Otros,
6878faca36b9dcf971e47183,Educación Superior Técnica en Ciberseguridad,Ciencias Sociales y Humanidades,Otros
6878faca36b9dcf971e47183,Programación Web Full Stack,Otros,Otros
6878faca36b9dcf971e47183,Desarrollo de Sistemas de Información,Ingeniería y Tecnología,Estudiante
6878faca36b9dcf971e47183,Especialización en Ciberseguridad,Otros,Otros
687946dc36b9dcf971e47293,Administración,Administración y Negocios,Bachiller
687946dc36b9dcf971e47293,Área de operaciones y logistica,Otros,Otros
6879b49a36b9dcf971e47331,Economics,Economía y Finanzas,Bachiller
6879b49a36b9dcf971e47331,"Business Administration, Corporate Finance, and Economics",Economía y Finanzas,Otros
685f2cb5fa3637d9d0fdbbf5,estimulación temprana,Otros,Certificado
685f2cb5fa3637d9d0fdbbf5,inyectable y venoclisis,Otros,Certificado
685f2cb5fa3637d9d0fdbbf5,taller de inyectoterapia,Otros,Certificado
685f2cb5fa3637d9d0fdbbf5,Enfermería Técnica,Salud,Diplomado
687a7e624d4cc2a8b8d0b559,Economía,Economía y Finanzas,Estudiante
687a84704d4cc2a8b8d0b622,Especialista en Applied Data Science with Python,Ingeniería y Tecnología,Certificado
687a84704d4cc2a8b8d0b622,Scrum Esencial,Otros,Otros
687a84704d4cc2a8b8d0b622,Bachiller en Ingeniería Electrónica,Ingeniería y Tecnología,Bachiller
687a84704d4cc2a8b8d0b622,Intro to SQL for Data Science Course,Ingeniería y Tecnología,Otros
687a84704d4cc2a8b8d0b622,Scrum Avanzado,Otros,Otros
687a84704d4cc2a8b8d0b622,Diseño de Redes FTTH,Ingeniería y Tecnología,Otros
687a84704d4cc2a8b8d0b622,Intro to Python for Data Science Course,Ingeniería y Tecnología,Otros
687a84704d4cc2a8b8d0b622,Instalador de fibra óptica,Otros,Otros
687a84704d4cc2a8b8d0b622,Especialista en Ingeniería de Telecomunicaciones,Ingeniería y Tecnología,Certificado
687a84704d4cc2a8b8d0b622,Especialista en Comunicaciones Ópticas,Ciencias Sociales y Humanidades,Certificado
687a84704d4cc2a8b8d0b622,Especialista en Lenguaje de Programación Python,Otros,Certificado
687a84704d4cc2a8b8d0b622,SCRUM: Roles,Otros,Otros
687a84704d4cc2a8b8d0b622,Análisis de datos en Excel,Otros,Otros
687a84704d4cc2a8b8d0b622,Domina Python: Nivel 2,Otros,Otros
687a84704d4cc2a8b8d0b622,Python Avanzado 2,Otros,Otros
687a84704d4cc2a8b8d0b622,Python Avanzado,Otros,Otros
687a84704d4cc2a8b8d0b622,Domina Python,Otros,Otros
687a84704d4cc2a8b8d0b622,Desafío de Programación: Python,Otros,Otros
687a84704d4cc2a8b8d0b622,Scrum Fundamentals Certified (SFC™),Otros,Certificado
687a84704d4cc2a8b8d0b622,Scrum Master Certification,Otros,Certificado
687a84704d4cc2a8b8d0b622,Using MongoDB with Python,Otros,Certificado
687a84704d4cc2a8b8d0b622,Python Esencial,Otros,Otros
687a84704d4cc2a8b8d0b622,Características de un gran Scrum Master,Otros,Otros
687af1d20db83f5acbb23aaa,Certificate,Otros,Certificado
687af1d20db83f5acbb23aaa,Comunicación Corporativa,Ciencias Sociales y Humanidades,Bachiller
687b0c2c0db83f5acbb23cdb,Administración y Finanzas,Administración y Negocios,Estudiante
687b0c2c0db83f5acbb23cdb,Valuation Trainee,Otros,Certificado
687baa350db83f5acbb23dfb,Ingeniería Electrónica,Ingeniería y Tecnología,Estudiante
687baa350db83f5acbb23dfb,Especialización en CAD 2D,Otros,Certificado
687baa350db83f5acbb23dfb,Técnico en Ingeniería Electrónica,Ingeniería y Tecnología,Diplomado
687cd10ba50da0d72139a2e6,Ingeniería en Gestión Empresarial,Ingeniería y Tecnología,Bachiller
687cd10ba50da0d72139a2e6,Educación Escolar,Ciencias Sociales y Humanidades,Otros
681d72e398135c66ec94341c,Programa de Especialización en Auditor de Seguridad y Salud en el Trabajo,Salud,Certificado
687f1f99a50da0d72139a4be,Ingeniería Mecánica,Ingeniería y Tecnología,
68802ffca50da0d72139a63a,Inglés niveles I-II-III-IV-V-VI,Ciencias Sociales y Humanidades,Certificado
68802ffca50da0d72139a63a,Educación Secundaria,Ciencias Sociales y Humanidades,Otros
68802ffca50da0d72139a63a,Educación Inicial,Ciencias Sociales y Humanidades,Otros
68802ffca50da0d72139a63a,Educación Primaria,Ciencias Sociales y Humanidades,Otros
68802ffca50da0d72139a63a,Informática,Ingeniería y Tecnología,Certificado
68802ffca50da0d72139a63a,Licenciada en Ciencias de la Comunicación,Ciencias Sociales y Humanidades,Bachiller
68811af8d4b91698ebcf5e31,"Ingeniería de Sistemas con mención en Base de Datos, Redes y Programación",Ingeniería y Tecnología,Bachiller
687af0e10db83f5acbb23a7a,Diseño industrial,Ingeniería y Tecnología,Estudiante
67dc326b4cf5ce7985897a1c,Ingeniería de Sistemas,Ingeniería y Tecnología,Bachiller
6883fc0e62f67e216542ca23,International Business Administration,Otros,Maestría
6883fc0e62f67e216542ca23,Ingeniería Industrial y Comercial,Ingeniería y Tecnología,Bachiller
6883fc0e62f67e216542ca23,Certificación en Dirección de proyectos,Otros,Certificado
68853f6662f67e216542cb99,Idioma Inglés,Ciencias Sociales y Humanidades,
68853f6662f67e216542cb99,Diploma Alumno Destacado,Otros,Diplomado
68853f6662f67e216542cb99,Bach. en Ingeniería Ambiental,Ingeniería y Tecnología,Bachiller
6885884c62f67e216542cd81,Educación Secundaria,Ciencias Sociales y Humanidades,Otros
6885884c62f67e216542cd81,Ingeniería en Gestión Empresarial,Ingeniería y Tecnología,Estudiante
6885884c62f67e216542cd81,Excel - Avanzado,Otros,Certificado
6885884c62f67e216542cd81,Inglés Básico,Ciencias Sociales y Humanidades,Certificado
685f2544fa3637d9d0fdba46,Seguridad de la Información,Otros,Diplomado
6885a8e762f67e216542d02d,Administración y marketing,Administración y Negocios,Bachiller
6885a8e762f67e216542d02d,Inglés avanzado,Ciencias Sociales y Humanidades,Certificado
6886fe133130ffc3073abec8,"Curso de Chino Mandarín, Intermedio 3",Otros,Certificado
6886fe133130ffc3073abec8,Administración y Negocios Internacionales,Administración y Negocios,Estudiante
6886fe133130ffc3073abec8,Programa intensivo de idioma y cultura china,Otros,Otros
6884392a62f67e216542cb3e,Ingenieria Informática,Ingeniería y Tecnología,Estudiante
6884392a62f67e216542cb3e,Ciência da Computação,Otros,Otros
688850b9c9b3008eedd3d3ff,Licenciado de la carrera de Economía y Negocios Internacionales,Administración y Negocios,Bachiller
688ad3680fec22c9dc3f961c,IX Congreso Internacional de Derecho Civil Patrimonial,Ingeniería y Tecnología,Certificado
688ad3680fec22c9dc3f961c,Certificación de idioma inglés en nivel avanzado,Ciencias Sociales y Humanidades,Certificado
688ad3680fec22c9dc3f961c,III Curso de Redacción Jurídica de Contratos,Otros,Certificado
688ad3680fec22c9dc3f961c,X Curso de Actualización de Derecho Laboral,Ciencias Sociales y Humanidades,Certificado
688ad3680fec22c9dc3f961c,Curso de Introducción a la Propiedad Intelectual,Otros,Certificado
688ad3680fec22c9dc3f961c,Derecho,Ciencias Sociales y Humanidades,Estudiante
688ad3680fec22c9dc3f961c,Derecho Penal Básico,Ciencias Sociales y Humanidades,Certificado
688ad3680fec22c9dc3f961c,El control judicial del Parlamento en la experiencia de España y de Perú,Otros,Certificado
688ad3680fec22c9dc3f961c,Delitos Económicos en el Derecho Internacional,Ciencias Sociales y Humanidades,Certificado
688ad3680fec22c9dc3f961c,Jornadas Nacionales de Derecho Civil,Ingeniería y Tecnología,Certificado
688ae4630fec22c9dc3f9725,Inglés Avanzado,Ciencias Sociales y Humanidades,Certificado
688ae4630fec22c9dc3f9725,Bachillerato Internacional,Otros,Diplomado
688ae4630fec22c9dc3f9725,Ciencia de la Computación,Ingeniería y Tecnología,Estudiante
68894f5dc9b3008eedd3d5a3,Educación Secundaria,Ciencias Sociales y Humanidades,Otros
68894f5dc9b3008eedd3d5a3,Psicología,Ciencias Sociales y Humanidades,Bachiller
688b7b2e0fec22c9dc3f9931,Ingeniería industrial,Ingeniería y Tecnología,Estudiante
6823e33da9a28ee00f484652,REPARACIÓN DE LINEA BLANCA,Otros,Diplomado
688b95110fec22c9dc3f9a07,Ingeniería Industrial,Ingeniería y Tecnología,Bachiller
688b97c90fec22c9dc3f9aec,Curso de AutoCAD Básico,Otros,Certificado
688b97c90fec22c9dc3f9aec,Educación Secundaria,Ciencias Sociales y Humanidades,Otros
688b97c90fec22c9dc3f9aec,Ingeniería Industrial,Ingeniería y Tecnología,Estudiante
688b97c90fec22c9dc3f9aec,Curso de Microsoft Excel Intermedio,Otros,Certificado
688c1e2c0fec22c9dc3f9c34,"Bachelor in Philosophy, with special diploma in Politics",Otros,Bachiller
688c1e2c0fec22c9dc3f9c34,High School Diploma,Otros,Otros
688c1e2c0fec22c9dc3f9c34,"Global Current Affairs, Law, Economy, Diplomacy, History, Geography, etc.",Otros,Otros
6823b253a9a28ee00f4843a6,Educación Secundaria,Ciencias Sociales y Humanidades,Otros
6823b253a9a28ee00f4843a6,Ingeniería en Gestión Empresarial,Ingeniería y Tecnología,
688d34d531cfb7af211fd6db,Administración de Empresas,Administración y Negocios,Bachiller
688d34d531cfb7af211fd6db,Programa de Futuros Líderes,Otros,Otros
688d34d531cfb7af211fd6db,Programa de Liderazgo,Otros,Certificado
688d34d531cfb7af211fd6db,Bootcamp de emprendimiento,Otros,Otros
688d34d531cfb7af211fd6db,Semillero de Investigación,Otros,Otros
688e66b631cfb7af211fd9cf,Educación Secundaria,Ciencias Sociales y Humanidades,Otros
688e66b631cfb7af211fd9cf,Ed. Sec. Ciencias Sociales y Turismo,Otros,Bachiller
688e66b631cfb7af211fd9cf,Primaria,Otros,Otros
688ef32131cfb7af211fda43,Administración,Administración y Negocios,Bachiller
688ef32131cfb7af211fda43,Educación Secundaria,Ciencias Sociales y Humanidades,Otros
688ef32131cfb7af211fda43,Inglés avanzado,Ciencias Sociales y Humanidades,Certificado
